GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,exam_preparation_days,extracurricular_hours_per_week,final_exam_score,assignment_score
4,3.2,89,7.5,5.3,1.5,0.5,2.1,16,4.6,100,98
4,6.1,100,8.5,6.1,1.8,0,5.3,10,8.2,100,95
3.54,3.7,86,7.4,5.9,5,1.7,2.2,8,0.3,94,89
4,4.6,100,8.8,6,2.7,2.4,0.4,13,3,100,100
3.74,3.6,94,8.1,8.1,4.7,1.4,2.9,12,8,100,99
3.36,2.5,82,6.4,5.5,2.2,3.3,5.2,4,4.9,87,75
2.56,0.5,66,8.6,6.8,3.7,1.6,3.2,8,2.7,68,84
4,3.8,83,7.3,6.1,1.7,1,0.7,16,5.5,100,97
3.33,2.3,93,6.5,4.3,1.6,5,2.2,10,5.4,89,89
3.77,2.3,83,7.3,3.1,0.1,2,5.4,14,4.2,100,96
3.39,2.8,87,8.3,6.7,3.3,0.6,3.5,7,5.6,89,90
4,6.1,100,7.5,6,3.2,0.1,3,13,6.3,100,98
4,7.1,100,9.2,5.3,4,0,2.7,13,4,100,100
4,3.8,99,8.3,6.4,3.1,0,5.2,13,4.2,100,100
3.5,2.8,94,7.6,9.1,5.8,3.1,5,10,2.7,98,90
3.29,1.7,85,5.8,5.7,3.1,1.3,0.2,13,3.4,75,100
3.52,4.2,91,6.8,7.1,4.3,2.5,4.9,21,2.7,98,89
4,6.2,100,7.1,1.5,2.3,1.8,4,14,1.6,100,99
3.39,3.1,81,7.8,5.9,1.4,0,6.2,19,4.1,92,96
2.92,0.5,78,7.8,8,3.9,1.2,2.9,11,3.7,84,89
3.88,4.5,95,7.2,4.1,2.7,1.3,5.3,1,2,100,100
4,5,100,7.1,6.2,4,3.4,3.9,16,6.7,100,85
2.86,1.1,77,7.9,8,3.3,2.7,0.8,22,0.6,87,82
3.72,3.8,86,6,3.2,1.6,1.3,5,13,4.1,98,93
4,4.2,100,9,8,4.4,1.5,4.6,9,2.7,100,100
3.52,3.4,90,4.5,3.9,1.5,0.5,1.7,12,5.1,100,97
3.49,2.3,88,8.7,7.2,3.7,0.3,3.6,18,5.3,88,82
4,5,93,6.9,7.8,4.7,0.5,7.2,13,2.8,100,100
3.44,2.9,83,8.2,4.9,2.2,1.2,2,9,4.2,100,99
3.22,1.3,80,7.4,8,4.5,1.6,4.5,7,3.5,95,86
2.69,0.5,71,7.4,5.8,3.4,1.1,0.8,16,4.8,87,76
3.64,5.4,100,7.7,5,4.1,1.9,1.9,28,1.9,100,98
4,4.4,100,8,3.4,1.5,0.9,4.6,6,3.7,100,96
3.53,3.6,98,6.6,4.8,3.1,2.4,3.5,15,3.2,93,97
3.69,2.8,100,8.2,1.8,0.7,4.1,2.6,15,3.8,100,99
3.33,2.7,81,5.7,8.8,5.4,3.1,6.4,6,4.7,100,95
3.06,1.9,79,7,2.8,0,0.2,1.2,16,2.7,81,85
3.47,2.9,86,8,5.7,2.3,0.8,2.7,22,4.9,100,78
3.26,0.5,75,8.2,5,1.4,3.1,4,17,6,94,89
3.05,2.4,86,7.6,7.7,3.8,0,1.3,10,2.2,97,87
2.98,3,94,6.5,9.2,5.7,1.1,4,5,3,100,90
4,4.4,98,8.1,5.6,3.8,1.6,5.1,14,5.5,100,98
3.1,3.4,95,6.2,10.9,7.2,1.1,2.8,11,5.8,100,90
4,4.7,100,9.1,4,0.7,1.2,1.6,15,0,100,94
4,5.5,100,6.9,6.4,0.8,1.9,2.4,11,4.2,100,97
3.85,5.1,100,5.2,4.5,1.5,1.6,0,7,3.2,100,100
3.9,4.2,91,5.6,6.5,3,0.4,5,12,2.7,100,92
4,3.5,100,7.1,4.2,1.3,3.8,3.5,18,4.8,100,100
3.17,2,80,7.2,4.8,1.7,1.5,2.6,16,6.3,92,77
4,4.6,100,9.4,6.7,3.7,2,0,11,1.4,100,95
4,6,100,5.8,3.4,0.9,1.1,5.2,6,3.1,100,97
4,4,100,7,4.3,1.1,1.5,2.1,11,4.7,97,82
4,6.4,100,5.7,5.9,2.2,0.5,4.1,10,4.5,100,100
3.12,1.2,84,6.4,4.8,2.3,0,3,12,5.4,93,90
3.1,1.8,78,9,8.3,4.3,2.4,0,22,5.4,91,96
4,4.8,100,5.6,5.3,1.4,0.3,5.5,10,2.3,100,84
3.71,3.9,100,7.7,3.6,1.7,1.1,5.2,13,8.1,100,92
4,5.5,100,7.5,5.5,3.7,3.8,4.5,16,4.9,100,91
3.86,3.5,87,7,7.5,4,3.2,3.6,15,7.9,100,100
3.07,2.2,93,7.6,7.2,4.9,0.5,0.6,19,6.3,91,91
3.26,3.2,86,5.6,5.2,3.5,2.1,4.7,9,2.2,78,85
3.48,1.2,80,9,8.1,3,0,7.4,9,4.3,88,89
3.52,1.8,99,9.3,5.5,3.7,3.2,3.2,10,1.2,100,100
3.98,5,99,7.1,3.6,2.4,1.6,3.3,7,0.9,100,94
4,4.8,100,9.9,4.5,2.4,3,0.8,12,0,100,87
4,4,100,6.5,3.4,0.1,1.9,0,13,2.2,100,93
2.85,0.9,73,7.5,7.2,4.1,1,2.3,10,9.8,98,79
3.64,3,86,8.7,8.4,3.1,1.1,6,15,4.9,95,84
2.97,1.7,83,6.4,6.1,4,1,5.7,15,4.6,73,89
4,5.3,100,5.3,3.3,0,2.1,2.9,8,7.7,100,100
3.66,2.6,84,5.1,7.1,2.7,0.5,3.9,15,7.3,100,96
3.58,1.9,89,9.5,3.7,1.5,1.5,0.6,6,1.6,100,99
3.56,3.5,79,6.4,8.9,5.1,1.7,3.2,7,4.4,100,91
3.33,2.5,77,6.8,4.5,3.7,0,2,19,4.7,89,85
4,5.7,92,5.7,8.3,3.2,0.1,3.1,11,4.8,97,100
3.68,2.4,98,8.1,6.4,2.2,0,2.5,11,6.4,90,99
3.13,1.4,75,6.1,5.6,3.4,1.1,2.4,20,2.3,71,78
3.14,0.5,81,6.4,5.4,1.4,1.4,5,13,3.3,86,93
3.67,3.5,90,7.4,7.3,2.7,2.4,6.9,11,6.4,100,96
3.39,2.7,96,5.7,3.4,1.9,0.4,2.7,8,7,90,100
3.26,1.4,58,6.8,8.5,6.2,0,5.8,14,5,88,85
4,5.3,100,8.7,9.6,5,0.8,0.5,19,6,100,96
3.92,4.5,97,7.5,7.5,4.4,2,2.8,12,3.9,98,97
3.73,3.5,87,7.2,4.1,0.6,3.7,0.4,18,5.3,100,95
3.97,5.5,82,7.3,7.2,4.1,1.6,2.4,11,7.3,100,91
4,4.5,100,6.5,7.2,3.1,0.2,4.4,8,6.8,100,92
3.33,2.3,94,9.4,8.2,4.6,2,5.2,10,5.5,100,83
2.67,1.9,79,6,6.4,3.3,1.6,1.4,8,5.9,90,74
4,4.7,100,7.3,3.3,2.8,1.5,3.9,19,3.7,100,100
4,4.1,100,7.1,7,3.2,0,5.5,18,4,100,100
4,3.8,100,8.2,4,0.1,2,5.2,14,5.2,100,100
3.88,2.2,96,8.3,3.1,1.6,0.9,3.5,1,0.5,87,98
3.69,4.4,86,7,5,3.4,0.9,1.8,19,5.4,100,96
3.67,2.4,83,7.3,8.1,4.5,2.7,1.6,10,4.7,96,95
4,3.3,99,7.4,5.2,2,2.3,1.3,9,2.5,100,100
4,5.7,100,4.3,3.3,2.7,0,2.9,10,5.7,100,100
3.79,2.5,89,5.1,2.4,0.4,3.5,1.4,12,2.5,100,99
2.21,1.1,61,6.3,8.4,5,2.9,4.4,14,6.2,69,87
3.11,1.9,78,6.3,8.3,4.5,0.4,3.5,17,4.6,89,86
3.88,5,93,5.6,6.1,3.8,0,3.4,15,5.6,100,100
3.69,3.9,92,7.9,6.2,3.4,2,0,12,4.1,100,100
3.36,3.3,91,7,7,5.1,1.8,3.1,10,5.6,95,100
3.73,2.7,75,6.7,6.2,1.6,0.3,2.1,8,7.2,94,98
3.89,4.2,89,5.5,4.6,1.4,3.9,7.3,14,4.1,100,87
3.4,2.2,86,6.9,6.6,4.4,1.4,0.4,15,3.2,93,88
3.66,4,86,3.8,5.9,4.3,1.5,2.6,8,4.6,100,88
3.66,2.4,83,6.8,2.5,1,1.9,3.8,7,8.1,100,93
3.56,2.2,89,7.1,7.2,2,3.1,1.1,16,1.4,94,83
3.32,2.5,73,7.3,8.1,5.3,1.9,6.9,10,6.6,100,100
2.78,2.9,75,5.1,5.9,3.4,1.6,6.9,6,1.9,83,91
3.88,3.4,89,7.3,6.7,4,0,1.3,7,3.4,93,81
3.99,3.9,96,5.8,3.3,1.1,1.5,1.8,15,10.2,100,99
2.73,0.5,62,6,6.7,3.8,3.2,7.3,20,5.8,65,89
3.64,2.3,88,7.9,3.7,0.7,0.6,5.8,17,7.7,100,100
4,2.9,100,9.4,3,0,1.7,2.3,3,2.4,100,94
4,5.8,100,7.1,5.4,3.9,0,3.9,12,5.5,100,98
2.45,1.9,66,6,9.1,5,3.4,0.2,16,4,76,84
3.28,3.7,96,7.2,4.7,2.4,1.4,7.4,5,10.3,100,92
4,5.7,95,8.1,4.2,2,1.3,3.1,20,2.7,100,97
3.05,1.5,88,7.7,7.6,5.4,2.2,4.2,3,3.1,96,89
3.68,4.1,94,10,4.2,2.5,1.9,1.1,15,3.5,100,92
3.16,2.3,85,6.1,6,2.7,2,0.7,10,4.9,98,77
3.4,2.7,84,7.3,9.4,5.3,0,3.9,13,1.3,100,96
3.65,2.3,83,8.9,4.4,2.3,3.2,6.8,12,3.7,100,92
3.81,2.4,100,8.8,2.6,1.8,3,1.9,8,1.5,100,94
4,7.6,100,4.7,5.8,4,1.9,1,15,5.5,100,99
3.84,4.8,98,7,4.2,1.7,3.5,3.6,11,2.6,100,93
4,5.2,100,8.8,4.1,2.6,1.5,6.3,15,3.3,100,94
4,4.2,100,10,3.1,0.8,0.9,1.7,9,2.6,100,85
3.51,1.1,88,7.8,5.4,3.1,1.9,2.5,11,5.9,88,92
3.99,4.1,100,6.6,5.9,2.9,3.1,4.7,15,3.6,100,95
3.37,5.1,100,5.8,5.6,4.3,1,4.9,8,7.2,100,88
3.29,2.2,73,9.7,7.8,4.1,0.9,2.4,18,0.7,92,95
3.81,4.9,99,7.9,8.6,3.6,0.1,5.2,13,0.3,100,87
3.75,4.6,93,6,8.1,3.4,1.5,4.1,22,7.5,100,96
4,6.3,100,6.8,5,2.7,1.8,3,11,3.1,100,100
4,2.9,98,7.4,7.5,3.7,0.2,4.8,13,2.1,95,100
3.58,1.9,72,7.7,4.8,1.1,0,4.5,11,7.2,100,100
3.19,3,96,5.9,2.9,0,1,0.9,12,2.9,98,77
3.78,5.7,100,6.3,7.7,4.5,1.8,6,15,1.8,100,100
2.83,0.8,62,5,7.6,3.8,3.7,3.7,20,7.1,85,82
2.97,0.5,79,8.2,6.7,2.6,2.5,5.8,19,2.2,92,90
3.62,3.6,93,6.6,6.4,4.4,4.6,3.1,16,4.1,100,90
3.54,2.8,89,7.6,5.6,1.7,0.9,3.5,7,3.7,100,100
4,3.5,100,8.7,6.7,1.7,2.1,3.8,10,7.1,100,99
4,4.9,100,7.3,5.6,1.5,1.4,4.1,15,4.6,100,100
3.59,2.7,94,6.9,8.5,3.7,4.8,6.1,8,6.7,100,100
2.72,0.7,80,7.2,1,0.4,2.3,3.9,12,3.9,79,78
4,6.6,100,7.1,5.3,1.6,0,2.9,13,3.6,100,100
3.12,2,83,8.5,6.5,3.2,0.7,5,21,3,84,87
3.57,1.9,75,7.4,5.2,1,0,3.9,11,1.6,100,95
4,5.2,100,6.3,3.4,1.8,3.2,8.9,4,5.7,100,97
3.54,2.9,88,8.3,2.4,0,0.4,3.6,16,5.1,90,93
4,3.4,96,8.5,7.8,3.7,2.1,5.5,17,3.6,100,100
3.45,4.2,100,5.4,3.5,1.8,1.3,4.8,23,6.3,100,81
4,5.1,100,8.8,4.5,1.2,1,0,10,5.2,100,100
3.74,3,88,7.4,3.9,0.9,0.3,1.5,5,3.9,98,93
4,5.8,100,7.3,5,2.2,0.9,2.1,14,5.7,100,100
3.46,0.5,81,8.2,4.1,0.4,1.6,0,15,4.5,100,98
3.87,4.6,96,6.3,7.4,5.7,1.1,2.2,15,5.7,100,98
3.54,2.2,100,8.1,2.1,0,2.2,0.3,10,2.5,98,90
4,5.6,100,6.5,4.9,2.1,0,0.8,14,4.4,100,100
3.44,3.7,91,5.2,4.6,3,0,3.5,13,0.7,95,100
3.43,2.5,87,5.8,6.1,1.6,2.5,6.8,9,4.4,100,76
3.8,4.5,98,7.7,5.1,3.1,0.2,0.3,7,1.7,100,100
4,4.8,100,5.9,5.5,1.6,0,0.6,10,4.4,100,96
3.77,4.5,100,8.9,7,5.1,1.9,1.9,12,6.7,100,78
3.55,2,83,8.4,4.9,1.1,1.3,2.7,15,0,100,79
4,2.8,100,8.6,1.1,0,2.6,0,12,7.3,100,93
3.43,3.5,96,7.1,5.6,0.9,0,1.6,9,4.3,98,85
3.99,3.4,100,7.3,7.8,3.4,0,1.4,15,5.1,100,99
4,4.6,100,5.6,4.9,2.6,2.2,3.6,12,3.2,100,100
2.72,0.5,75,8.2,5.9,3.9,2.2,3.9,9,8.1,80,87
3.4,4,89,7.5,7.1,3.6,2.5,2.7,14,6.9,99,98
4,3.1,100,7.7,3,1.8,2.3,2.2,15,7.2,100,96
3.84,2.2,93,9,5.1,2.1,1.6,1.6,12,4,100,100
3.13,2.4,96,6.3,4.2,2.2,0.7,3.1,20,3.7,90,96
3.17,3.2,83,6.8,8.3,5.6,0,1,18,4.1,93,100
2.83,0.5,71,7.4,6,3.8,4,6.1,15,3.5,92,87
2.78,2.4,66,5.9,7.6,5.6,0.2,0,10,6.8,90,76
3.54,2.2,96,6.8,9.1,4.1,3,1.7,3,0.6,100,90
4,4.3,100,7.6,6.6,2.7,0.7,4.7,6,1.3,100,91
3.45,2.3,100,6.6,2.5,1.3,1.2,2.2,16,3.5,100,88
4,3.2,91,8.6,5,3.1,0.4,4.3,7,3.8,100,98
4,5.8,100,5.2,6.7,2.7,1.6,6.4,14,7.1,100,95
3.95,5,100,8.3,6.9,2.7,2.1,4.7,8,4.9,100,97
4,4.9,100,7.8,3.8,2.5,0,0.6,11,5.1,100,100
3.86,2.8,90,6.3,3.8,0,2.2,0.7,10,0.4,100,94
3.24,4.3,89,5.9,8,4.7,3.6,2.6,16,4.1,100,100
3.01,3.1,83,4.5,3.4,2.7,2.2,3.9,17,2.3,99,84
4,3.2,100,6,3.2,0.7,2.5,5.4,4,3.8,95,100
3.68,4.1,93,8.3,6.3,3.5,1.3,1.4,19,7.9,97,90
3.67,2.6,73,6.9,4.6,1.5,0.8,2,11,3.9,98,86
4,5.7,100,8.4,5,3.6,1.8,2.5,17,6.1,100,100
3.6,3.3,88,6.3,6.2,4.1,0.1,2.5,19,2.3,92,100
4,4.4,95,7.8,6.6,4.3,1.1,6,9,4.4,100,98
3.94,5.7,100,6.1,5,2.6,0,2.8,20,6.9,100,93
3.91,5,100,5.8,4.6,2.2,0,3.3,3,5,100,100
3.39,1.4,69,6.9,4.7,1.9,3,4.8,7,1,97,89
4,4.2,100,6.2,5.1,1.7,0,6.2,10,0.5,100,100
4,4.8,100,5.1,7.9,2.8,2.5,2.9,7,2.7,100,93
4,4.8,100,6.8,6.5,2.5,4.1,5.5,5,1.7,100,98
3.56,1.8,92,7.1,6.2,1.6,1.8,6.7,17,3.3,94,99
3.56,2.5,100,8.5,3.5,1.1,0.3,2.8,10,2.1,100,99
3.8,5,100,8.1,4.4,2.6,2.3,1.9,12,1.2,100,92
3.97,2.4,92,8.5,6.1,2.1,0,7.4,15,4.1,100,100
3.49,3.1,100,7.9,4.1,1.1,0.5,5.2,17,4.6,100,95
4,5.9,100,7.4,7.9,4,0,3,20,6.4,100,92
3.28,3.4,91,5.5,7.4,5.5,0,4.3,8,2.8,100,100
3.09,2.4,90,7.2,8,4.2,2.6,0.9,20,5.9,100,74
3.77,2.2,84,7.7,4.5,1.7,1.3,5.2,13,0,100,91
3.98,4,100,8.7,5.1,2.7,2.3,0,13,6.2,100,100
2.83,1.5,75,7.8,7.7,5.1,1.8,5.1,11,1,67,88
4,3.1,99,8.5,4.6,1,0,1.6,14,2.5,100,98
3.63,4,97,5.8,7.9,4,1.1,0,20,3.3,99,85
4,5.4,100,6.6,3.2,0.6,0.3,0,15,4.2,100,93
3.75,4.5,99,7.5,8.7,5.3,0.9,2,17,4.5,100,90
3.85,2.4,94,8.4,5.6,2.2,1.4,4.4,8,1.1,99,84
3.8,5.3,83,6.8,10,6.1,1.1,0.2,10,3.3,100,100
3.66,3.1,96,6.9,9.6,5.4,1.8,0.5,12,6.7,100,100
3.5,1.6,75,7.8,7.8,2.6,1.7,2,15,4.9,92,85
3.75,3.2,92,5.6,4.1,1.7,0.2,4.6,14,1.4,100,82
4,5.7,100,8.9,7.9,3.1,1.6,4.9,21,0,100,100
3.82,3.7,98,5.9,5.6,2.5,3.8,3.3,9,5.6,100,98
3.85,3.5,98,4.7,3.9,2.2,0.8,5,14,2.3,100,100
4,6,100,7,2.5,0.3,0,4.4,15,4.3,100,100
3.43,1.4,80,9,5.6,2,1.2,2.2,10,3.7,76,91
2.79,1.6,76,7.7,5,1.1,2.5,4.8,12,5.7,77,76
2.86,1.1,80,7.9,5.4,3.6,2.3,0.4,9,5.4,83,83
3.19,4.1,100,7,6.4,4.3,2,4,13,5.5,100,99
3.52,3.7,100,6.8,6.3,3.9,3.6,0.7,5,0,91,100
3.53,5.8,100,5.1,5.3,3.3,3.4,3.3,20,5.5,99,96
3.84,3.9,89,4.3,2.2,1.5,3,5.4,11,4.4,100,99
3.52,2.9,96,7.2,3.4,3.1,1.1,3.4,8,3.3,93,93
3.35,3.5,77,8.6,6.5,4,5.2,3,3,6,89,92
3.95,3.7,100,7.4,5.2,1.9,0.6,3.5,10,1.3,100,88
2.86,1,69,7.7,6.8,3,2.7,4.3,11,6,60,88
4,7.6,100,8.9,4,2.6,0.6,7.3,14,4,100,100
3.77,4.3,100,7.4,6.7,5.3,2.5,4.3,11,4.4,100,97
3.25,3.8,93,6.9,6.5,4.1,2.3,2,26,2.3,99,94
4,4.4,93,6,6.7,3.7,1.1,2.6,6,5.7,100,91
4,4.6,100,9.4,4.4,0.2,0,1.2,15,7.3,100,100
3.8,3.3,96,7.6,7,3.1,4.3,0.5,14,2.8,100,95
3.66,2.6,91,5.9,5.2,2.6,3.6,0,5,4.7,83,89
4,4.4,94,5.6,6,2.6,3.4,2.1,10,5,94,100
4,4.1,88,8.5,2.5,0.5,0,0.2,24,0.4,100,94
3.41,2.3,98,5.8,4.3,1.2,2.8,3.2,9,5,89,89
4,5.6,100,9.2,5.6,2.7,1.3,2,22,9.6,100,94
3.27,3.9,83,3.7,9.2,4.5,1,0.8,11,4.5,100,76
4,4.6,100,8.7,5.5,1.9,0.4,0,12,2.5,100,92
4,5.6,100,7.6,4.3,2.2,3.4,2.3,10,1.7,100,100
3.58,3.5,98,7.1,7.6,5.5,1.9,0,7,4,100,100
3.84,4,100,6.8,5,2.4,1.5,4.4,6,2,100,98
4,4.7,100,9.3,3.7,2.6,2,3.5,9,3,100,100
3.34,2.4,100,7.8,5.3,2.6,1.8,2.5,16,2.6,95,84
3.85,3.6,90,5.9,3.6,0.8,2.8,5.9,15,2.7,100,100
3.73,3.7,99,4.9,7.3,3.7,0,3,10,3.1,100,93
3.56,2.1,68,7.2,5.5,1.8,1,3.8,21,2,100,94
4,7,100,7,5.9,2.8,0,4.4,8,1.7,100,97
3.21,1.4,91,5.2,4.5,3.5,1.8,2,14,3.3,84,85
2.67,1.6,65,6.9,7.2,5.7,0,2,5,3.1,75,91
4,5.5,100,6.3,3.1,0.8,0,3.1,14,3.7,100,99
3.82,4.6,87,7,7.9,4.1,1.9,0.3,15,1,100,100
3.68,2,98,7.9,7.8,4.1,1.1,6.6,11,4.1,93,99
4,4.4,100,8.8,4.5,1.8,2,3.3,12,7.1,100,95
4,5.7,100,8.1,9.5,3.7,0,2.6,10,6,100,100
3.07,3.5,82,6.1,10.2,5.3,1.2,7.2,17,2.7,90,80
4,7.4,100,7.4,6.2,1.7,1.4,0.8,16,2.7,100,96
2.79,0.9,73,7.1,7,3.2,0,6.1,14,5,77,75
3.82,4.5,95,5.4,7,3.4,0.6,4.6,16,7.1,100,96
4,5.2,100,7.5,7.1,3.6,1.7,5.2,15,7.6,100,100
4,4.8,100,9.2,4.8,4,1,2.6,10,4.5,100,92
3.72,3.2,90,7,4.7,3,0.4,3.1,14,1.5,100,90
3.6,3.1,81,5.1,6.3,3.6,1.8,2.3,16,6.9,100,91
3.98,4.2,100,7,4.6,1.4,0.8,5,11,1.4,100,100
4,4.7,100,5.5,5.9,3,1.9,3.8,15,4.9,100,93
3.44,4.4,100,8,5.4,2.1,2.2,1.9,5,5,100,100
4,5.1,100,7.6,1.5,1,2.3,2,6,1.8,100,95
3.35,2,78,6.8,5.6,2,1.7,3,12,3.7,92,92
3.67,3.2,90,6.6,6.3,3.2,1.3,2.3,10,3.9,100,100
3.59,2.1,79,6.7,6.3,3.5,1.4,5.9,18,2.4,100,100
3.81,2.9,76,7,5,0.9,3.2,4.6,11,3.9,100,93
4,5,100,6.1,3.1,1.4,0.6,4.6,18,10,100,100
3.01,3.7,91,5.3,6.6,3.9,3.3,3.5,12,5.2,100,76
4,7.4,100,8.4,6.9,3.6,0.8,1.3,14,5.6,100,100
3.61,3.8,96,6.5,6.1,4.1,2.1,4.4,10,3.7,100,89
3.63,3.6,84,7.2,5.5,4.9,1.8,0,11,7.8,100,90
4,3.7,100,7.3,5.2,3.6,2.4,3.3,8,2.5,100,100
3.45,2.5,98,7.4,5.1,2.2,0,1.4,7,1.4,87,84
3.45,3.4,80,5.6,5.7,3,2.2,1.2,17,2.5,89,91
3.41,5.2,91,5,8.3,5.3,1.3,2.1,17,3.8,100,100
3.51,3.7,90,6.3,9.1,6.9,2.3,2.8,17,2.8,100,100
3.57,2.3,86,7.5,4.9,3.5,1.9,3,18,2.6,96,90
3.39,2.1,80,6.1,6.8,3.6,2.7,4.6,13,1.9,97,99
3.06,2.8,89,6.6,6.7,3.9,0.2,2.7,10,3.1,93,91
3.67,3.6,84,9.6,6.6,2.8,0,2.8,9,3.9,100,100
2.96,5.3,90,4.8,6.6,4.5,0,0.2,3,6.3,93,78
3.01,1.5,69,6.1,4.9,4.3,0.8,0.5,15,2.9,68,92
4,3,99,9.3,3.2,3.3,0.4,3.6,13,7,100,100
3.23,3.7,78,6.9,4.8,2.3,2.2,4.3,14,2.7,100,89
2.83,0.7,78,6.2,3.7,0.5,3.1,2.5,15,3.6,93,82
3.68,2.2,81,8.4,6.6,3.9,2.4,4.9,19,4.3,92,81
3.33,2.5,91,7.1,5.4,3.1,0.7,0.2,10,6.1,92,95
3.83,2.3,92,6.6,2.8,1.7,1.4,3.8,14,4.1,100,100
3.94,3.8,100,7.2,1.8,1.1,2.3,1.3,10,4.5,100,89
3.47,3.3,79,6.2,7.2,3.8,3.3,1.1,3,6,100,97
3.36,2.7,83,5.8,3.1,0.4,2.9,1.5,11,4.8,100,90
3.88,4.1,96,6.9,5.8,3.2,2.9,2.8,19,3.4,98,99
3.62,6.1,100,5.8,5.2,4.1,2,3.9,11,2.7,100,99
4,6,100,7,5.4,3.6,3,3.7,8,4.3,100,100
3.1,0.6,75,7.4,5.3,2.2,2.5,2.4,14,6.2,81,86
4,4.4,100,8,4.2,0.9,0,4.3,16,4.2,100,100
3.6,3.2,89,8.4,6.5,3.7,1.9,6.4,15,5.5,100,93
3.24,3.7,99,6.5,9.3,4.6,0.4,2.8,19,3.5,100,85
3.54,2.9,100,7.6,4.2,1.9,0.4,3.2,7,4.9,100,91
3.9,3.7,93,7.6,8.1,3.6,1.7,1.8,19,4.9,100,96
3.47,3.7,78,7.4,8.5,5.2,1.5,2.2,2,4.6,100,93
3.53,2.6,86,6.4,6.4,3.3,1.2,5.5,2,3.2,100,100
3.19,2.2,96,5.8,6.3,2.2,0,5.5,5,5.4,100,86
3.83,2.8,90,7.6,6.7,4.4,1.3,2.6,14,4.3,100,100
3.43,3.9,83,5,4.3,1.7,0,4,4,6.9,88,99
3.94,4.4,100,6.7,2.4,0.9,1.9,4.8,9,5.7,100,100
3.58,4.8,100,3.9,8.1,4,1.5,2.1,10,4.9,100,100
3.79,2.8,94,5.4,5.6,2.2,2.3,0.4,16,5.2,100,98
3.95,3.9,100,5.9,6.6,2.3,0.2,4.4,18,5.5,100,100
4,4.9,100,8.3,5.1,1.9,3,4.8,17,6.9,100,100
4,5.2,100,7.8,6.4,2.1,1.8,4.5,5,6.4,100,94
2.74,3.4,81,6.3,7,4.9,5.9,2.3,13,8.6,92,91
3.53,3.2,78,7.9,9.5,5.3,0.4,6,10,1.2,90,95
3.46,3.8,85,8.1,8,5.5,3.6,3.6,11,0,88,100
2.84,1.8,83,6.8,7.4,4.4,0.5,0.7,12,6.9,78,80
3.64,3.2,83,5.3,7.4,3.5,2.8,0,10,5.6,90,89
4,4.6,100,6.8,6.5,0.7,2.2,2.4,8,1.8,97,100
4,4.5,100,6.9,6.5,2.5,0,3.4,10,5.2,100,95
3.18,3.1,86,5.5,10.1,6,1.1,2.4,9,5,100,83
4,3.8,100,7.4,4.4,2.1,2.7,7,17,3.7,100,100
3.06,2.3,71,7.3,8.3,5.1,1.2,3.8,12,5.2,93,88
3.7,4.6,100,7.5,5.8,2.9,2.8,1.1,17,2.7,100,100
3.85,3.4,100,7.3,4.7,0,2.2,0,17,3.9,100,90
3.58,3.1,80,7.9,6.6,3.8,2.9,3.5,19,4.6,92,91
3.58,3,79,6.8,9.3,4.7,2.2,5,6,5.5,98,100
3.68,3.4,92,7.2,4.1,2.7,0.3,6.7,13,5.2,93,100
3.72,2.8,82,6.5,9.3,4.6,1.6,2.6,6,4.7,93,100
4,4.5,100,6.3,2.3,0.3,1.7,6.4,21,2.7,100,100
4,2.9,91,8.6,4.7,0.7,1.5,0.3,15,3.2,87,87
4,5.9,100,4.5,5.1,3.1,0.5,2.3,10,1,100,100
4,5.7,99,8.1,7.2,3.5,1.2,1,10,4.9,100,100
3.08,2.2,69,6.3,6.6,4.8,2.3,4.6,16,5.8,88,78
3.45,3.6,82,6.1,8,3.8,1.6,0.4,10,2.3,100,88
3.63,2.5,85,7.3,5,1,0,3.8,5,5.6,100,96
3.42,3,79,5.2,5.4,3.1,3.2,0.5,14,4,98,85
4,6.5,100,6,7.4,3.7,0.9,6.5,18,4.4,100,100
3.85,3,88,6,4.1,0,0,2.3,12,3.2,100,99
3.73,4,95,6.7,4.6,2.7,1.5,3.8,16,5,100,99
3.62,4.3,87,6,4.1,2.3,0.7,0,9,0,100,83
3.45,2,84,8.9,3.5,1.8,0.3,0,13,7.7,89,93
3.46,2.2,92,9.2,5,3.5,1.7,1.5,12,4.9,100,89
2.74,1.7,84,4.6,2.8,1.1,3.3,4.7,10,5.7,84,79
3.51,2.2,92,7.7,7.5,3.4,2.1,4.3,7,2.4,94,94
2.63,0.5,64,8,7.3,3.6,0,5.2,8,2.5,86,82
3.56,4.3,91,7.7,5.4,4.4,1.2,0,9,5.1,100,100
4,6.6,100,6.2,3.5,1.1,0.9,4,10,0.9,100,100
3.53,3.7,98,6.7,2.1,0.5,2.2,1.9,11,4.2,100,100
2.91,1.4,75,6.1,7.2,3.2,0,1.4,13,2.8,96,76
3.51,2.5,90,6.5,4.9,2.4,2.3,1.9,13,3.3,94,96
2.83,2.8,84,5.5,8.3,7.2,0.3,2.8,11,2.9,84,89
3.34,2,75,6.9,6.7,3.5,0.8,4.3,12,4.6,83,85
3.83,4.8,97,5.2,6.6,2.9,2.7,5.2,8,5.4,100,88
4,4.7,100,6.8,4.4,2.5,1.9,4,13,6.3,100,100
3.2,1.8,74,5.5,3.7,1,2.2,4.3,4,1,86,94
